nodeID,nodeType,parentID,parentID,option,nodeText,ScenarioCategory,H_p,H_a,TypeOfCase,ProfileCategorie,POI,CP,n,Location,POImatchingCategory,TransferConsiderations,Substrate,PersistenceTime,PersistenceEnvironment,PersistenceInterveningActivities,SocialInteractions,Washed
707,leaf,21,693,No,"not matching POI likelihood ratio equations for n contributors, no contamination",null,null,null,null,t,null,null,null,null,null,null,null,null,null,null,null,null
708,leaf,21,693,Yes,"not matching POI likelihood ratio equations for n contributors, with contamination probability c_1\gamma",null,null,null,null,u,null,null,null,null,null,null,null,null,null,null,null,null
709,selectbox,3,675,null,Type of profile?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
710,leaf,37,709,No DNA (or only CP),absense of DNA likelihood ratio equations,null,null,null,null,a,null,null,null,null,null,null,null,null,null,null,null,null
711,selectbox,37,709,POI (and CP),Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
712,textarea,37,709,Unknown(s) (and CP),Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
713,textarea,37,709,"POI, unknown(s) (and CP)",Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
714,selectbox,39,711,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
715,selectbox,39,711,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
716,selectbox,39,711,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
717,leaf,42,714,No,"single profile matching POI likelihood ratio equations (no cohabitation, no contamination)",null,null,null,null,b,null,null,null,null,null,null,null,null,null,null,null,null
718,leaf,42,714,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1",null,null,null,null,c,null,null,null,null,null,null,null,null,null,null,null,null
719,leaf,42,714,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,d,null,null,null,null,null,null,null,null,null,null,null,null
720,leaf,43,715,No,"single profile matching POI likelihood ratio equations, with cohabitation (no one else), no contamination",null,null,null,null,e,null,null,null,null,null,null,null,null,null,null,null,null
721,leaf,43,715,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,f,null,null,null,null,null,null,null,null,null,null,null,null
722,leaf,43,715,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,g,null,null,null,null,null,null,null,null,null,null,null,null
723,leaf,44,716,No,"single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), no contamination",null,null,null,null,h,null,null,null,null,null,null,null,null,null,null,null,null
724,leaf,44,716,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,i,null,null,null,null,null,null,null,null,null,null,null,null
725,leaf,44,716,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,j,null,null,null,null,null,null,null,null,null,null,null,null
726,selectbox,40,712,null,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
727,selectbox,41,713,null,Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
728,selectbox,55,727,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
729,selectbox,55,727,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
730,selectbox,55,727,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
731,leaf,56,728,No,"matching POI likelihood ratio equations for n+1 contributors (no cohabitation, no contamination)",null,null,null,null,k,null,null,null,null,null,null,null,null,null,null,null,null
732,leaf,56,728,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1",null,null,null,null,l,null,null,null,null,null,null,null,null,null,null,null,null
733,leaf,56,728,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,m,null,null,null,null,null,null,null,null,null,null,null,null
734,leaf,57,729,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), no contamination",null,null,null,null,n,null,null,null,null,null,null,null,null,null,null,null,null
735,leaf,57,729,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,o,null,null,null,null,null,null,null,null,null,null,null,null
736,leaf,57,729,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,p,null,null,null,null,null,null,null,null,null,null,null,null
737,leaf,58,730,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), no contamination",null,null,null,null,q,null,null,null,null,null,null,null,null,null,null,null,null
738,leaf,58,730,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,r,null,null,null,null,null,null,null,null,null,null,null,null
739,leaf,58,730,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,s,null,null,null,null,null,null,null,null,null,null,null,null
740,leaf,54,726,No,"not matching POI likelihood ratio equations for n contributors, no contamination",null,null,null,null,t,null,null,null,null,null,null,null,null,null,null,null,null
741,leaf,54,726,Yes,"not matching POI likelihood ratio equations for n contributors, with contamination probability c_1\gamma",null,null,null,null,u,null,null,null,null,null,null,null,null,null,null,null,null
742,textarea,1,22,Suspect,"Whose DNA profile(s) is expected under H_p and under H_d? (What are the conditioning profiles?)  Please answer with one or multiple of the following: Complainant/Victim, Elimination 1, Elimination 2. If there are no conditioning profiles, please leave blank.",null,null,null,null,null,Suspect,,null,null,null,null,null,null,null,null,null,null
743,textarea,1,22,Complainant/Victim,"Whose DNA profile(s) is expected under H_p and under H_d? (What are the conditioning profiles?)  Please answer with one or multiple of the following: Suspect, Elimination 1, Elimination 2. If there are no conditioning profiles, please leave blank.",null,null,null,null,null,Complainant/Victim,,null,null,null,null,null,null,null,null,null,null
744,selectbox,2,742,null,Type of profile?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
745,leaf,4,744,No DNA (or only CP),absense of DNA likelihood ratio equations,null,null,null,null,a,null,null,null,null,null,null,null,null,null,null,null,null
746,selectbox,4,744,POI (and CP),Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
747,textarea,4,744,Unknown(s) (and CP),Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
748,textarea,4,744,"POI, unknown(s) (and CP)",Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
749,selectbox,6,746,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
750,selectbox,6,746,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
751,selectbox,6,746,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
752,leaf,9,749,No,"single profile matching POI likelihood ratio equations (no cohabitation, no contamination)",null,null,null,null,b,null,null,null,null,null,null,null,null,null,null,null,null
753,leaf,9,749,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1",null,null,null,null,c,null,null,null,null,null,null,null,null,null,null,null,null
754,leaf,9,749,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,d,null,null,null,null,null,null,null,null,null,null,null,null
755,leaf,10,750,No,"single profile matching POI likelihood ratio equations, with cohabitation (no one else), no contamination",null,null,null,null,e,null,null,null,null,null,null,null,null,null,null,null,null
756,leaf,10,750,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,f,null,null,null,null,null,null,null,null,null,null,null,null
757,leaf,10,750,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,g,null,null,null,null,null,null,null,null,null,null,null,null
758,leaf,11,751,No,"single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), no contamination",null,null,null,null,h,null,null,null,null,null,null,null,null,null,null,null,null
759,leaf,11,751,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,i,null,null,null,null,null,null,null,null,null,null,null,null
760,leaf,11,751,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,j,null,null,null,null,null,null,null,null,null,null,null,null
761,selectbox,7,747,null,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
762,selectbox,8,748,null,Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
763,selectbox,22,762,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
764,selectbox,22,762,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
765,selectbox,22,762,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
766,leaf,23,763,No,"matching POI likelihood ratio equations for n+1 contributors (no cohabitation, no contamination)",null,null,null,null,k,null,null,null,null,null,null,null,null,null,null,null,null
767,leaf,23,763,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1",null,null,null,null,l,null,null,null,null,null,null,null,null,null,null,null,null
768,leaf,23,763,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,m,null,null,null,null,null,null,null,null,null,null,null,null
769,leaf,24,764,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), no contamination",null,null,null,null,n,null,null,null,null,null,null,null,null,null,null,null,null
770,leaf,24,764,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,o,null,null,null,null,null,null,null,null,null,null,null,null
771,leaf,24,764,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,p,null,null,null,null,null,null,null,null,null,null,null,null
772,leaf,25,765,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), no contamination",null,null,null,null,q,null,null,null,null,null,null,null,null,null,null,null,null
773,leaf,25,765,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,r,null,null,null,null,null,null,null,null,null,null,null,null
774,leaf,25,765,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,s,null,null,null,null,null,null,null,null,null,null,null,null
775,leaf,21,761,No,"not matching POI likelihood ratio equations for n contributors, no contamination",null,null,null,null,t,null,null,null,null,null,null,null,null,null,null,null,null
776,leaf,21,761,Yes,"not matching POI likelihood ratio equations for n contributors, with contamination probability c_1\gamma",null,null,null,null,u,null,null,null,null,null,null,null,null,null,null,null,null
777,selectbox,3,743,null,Type of profile?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
778,leaf,37,777,No DNA (or only CP),absense of DNA likelihood ratio equations,null,null,null,null,a,null,null,null,null,null,null,null,null,null,null,null,null
779,selectbox,37,777,POI (and CP),Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
780,textarea,37,777,Unknown(s) (and CP),Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
781,textarea,37,777,"POI, unknown(s) (and CP)",Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
782,selectbox,39,779,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
783,selectbox,39,779,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
784,selectbox,39,779,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
785,leaf,42,782,No,"single profile matching POI likelihood ratio equations (no cohabitation, no contamination)",null,null,null,null,b,null,null,null,null,null,null,null,null,null,null,null,null
786,leaf,42,782,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1",null,null,null,null,c,null,null,null,null,null,null,null,null,null,null,null,null
787,leaf,42,782,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,d,null,null,null,null,null,null,null,null,null,null,null,null
788,leaf,43,783,No,"single profile matching POI likelihood ratio equations, with cohabitation (no one else), no contamination",null,null,null,null,e,null,null,null,null,null,null,null,null,null,null,null,null
789,leaf,43,783,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,f,null,null,null,null,null,null,null,null,null,null,null,null
790,leaf,43,783,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,g,null,null,null,null,null,null,null,null,null,null,null,null
791,leaf,44,784,No,"single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), no contamination",null,null,null,null,h,null,null,null,null,null,null,null,null,null,null,null,null
792,leaf,44,784,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,i,null,null,null,null,null,null,null,null,null,null,null,null
793,leaf,44,784,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,j,null,null,null,null,null,null,null,null,null,null,null,null
794,selectbox,40,780,null,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
795,selectbox,41,781,null,Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
796,selectbox,55,795,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
797,selectbox,55,795,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
798,selectbox,55,795,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
799,leaf,56,796,No,"matching POI likelihood ratio equations for n+1 contributors (no cohabitation, no contamination)",null,null,null,null,k,null,null,null,null,null,null,null,null,null,null,null,null
800,leaf,56,796,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1",null,null,null,null,l,null,null,null,null,null,null,null,null,null,null,null,null
801,leaf,56,796,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,m,null,null,null,null,null,null,null,null,null,null,null,null
802,leaf,57,797,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), no contamination",null,null,null,null,n,null,null,null,null,null,null,null,null,null,null,null,null
803,leaf,57,797,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,o,null,null,null,null,null,null,null,null,null,null,null,null
804,leaf,57,797,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,p,null,null,null,null,null,null,null,null,null,null,null,null
805,leaf,58,798,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), no contamination",null,null,null,null,q,null,null,null,null,null,null,null,null,null,null,null,null
806,leaf,58,798,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,r,null,null,null,null,null,null,null,null,null,null,null,null
807,leaf,58,798,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,s,null,null,null,null,null,null,null,null,null,null,null,null
808,leaf,54,794,No,"not matching POI likelihood ratio equations for n contributors, no contamination",null,null,null,null,t,null,null,null,null,null,null,null,null,null,null,null,null
809,leaf,54,794,Yes,"not matching POI likelihood ratio equations for n contributors, with contamination probability c_1\gamma",null,null,null,null,u,null,null,null,null,null,null,null,null,null,null,null,null
810,selectbox,23,23,null,Who is considered the person of interest?  (Whose DNA do we expect to see if H_p is true?),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
811,textarea,1,810,Suspect,"Whose DNA profile(s) is expected under H_p and under H_d? (What are the conditioning profiles?)  Please answer with one or multiple of the following: Complainant/Victim, Elimination 1, Elimination 2. If there are no conditioning profiles, please leave blank.",null,null,null,null,null,Suspect,,null,null,null,null,null,null,null,null,null,null
812,textarea,1,810,Complainant/Victim,"Whose DNA profile(s) is expected under H_p and under H_d? (What are the conditioning profiles?)  Please answer with one or multiple of the following: Suspect, Elimination 1, Elimination 2. If there are no conditioning profiles, please leave blank.",null,null,null,null,null,Complainant/Victim,,null,null,null,null,null,null,null,null,null,null
813,selectbox,2,811,null,Type of profile?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
814,leaf,4,813,No DNA (or only CP),absense of DNA likelihood ratio equations,null,null,null,null,a,null,null,null,null,null,null,null,null,null,null,null,null
815,selectbox,4,813,POI (and CP),Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
816,textarea,4,813,Unknown(s) (and CP),Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
817,textarea,4,813,"POI, unknown(s) (and CP)",Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
818,selectbox,6,815,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
819,selectbox,6,815,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
820,selectbox,6,815,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
821,leaf,9,818,No,"single profile matching POI likelihood ratio equations (no cohabitation, no contamination)",null,null,null,null,b,null,null,null,null,null,null,null,null,null,null,null,null
822,leaf,9,818,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1",null,null,null,null,c,null,null,null,null,null,null,null,null,null,null,null,null
823,leaf,9,818,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,d,null,null,null,null,null,null,null,null,null,null,null,null
824,leaf,10,819,No,"single profile matching POI likelihood ratio equations, with cohabitation (no one else), no contamination",null,null,null,null,e,null,null,null,null,null,null,null,null,null,null,null,null
825,leaf,10,819,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,f,null,null,null,null,null,null,null,null,null,null,null,null
826,leaf,10,819,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,g,null,null,null,null,null,null,null,null,null,null,null,null
827,leaf,11,820,No,"single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), no contamination",null,null,null,null,h,null,null,null,null,null,null,null,null,null,null,null,null
828,leaf,11,820,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,i,null,null,null,null,null,null,null,null,null,null,null,null
829,leaf,11,820,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,j,null,null,null,null,null,null,null,null,null,null,null,null
830,selectbox,7,816,null,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
831,selectbox,8,817,null,Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
832,selectbox,22,831,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
833,selectbox,22,831,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
834,selectbox,22,831,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
835,leaf,23,832,No,"matching POI likelihood ratio equations for n+1 contributors (no cohabitation, no contamination)",null,null,null,null,k,null,null,null,null,null,null,null,null,null,null,null,null
836,leaf,23,832,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1",null,null,null,null,l,null,null,null,null,null,null,null,null,null,null,null,null
837,leaf,23,832,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,m,null,null,null,null,null,null,null,null,null,null,null,null
838,leaf,24,833,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), no contamination",null,null,null,null,n,null,null,null,null,null,null,null,null,null,null,null,null
839,leaf,24,833,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,o,null,null,null,null,null,null,null,null,null,null,null,null
840,leaf,24,833,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,p,null,null,null,null,null,null,null,null,null,null,null,null
841,leaf,25,834,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), no contamination",null,null,null,null,q,null,null,null,null,null,null,null,null,null,null,null,null
842,leaf,25,834,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,r,null,null,null,null,null,null,null,null,null,null,null,null
843,leaf,25,834,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,s,null,null,null,null,null,null,null,null,null,null,null,null
844,leaf,21,830,No,"not matching POI likelihood ratio equations for n contributors, no contamination",null,null,null,null,t,null,null,null,null,null,null,null,null,null,null,null,null
845,leaf,21,830,Yes,"not matching POI likelihood ratio equations for n contributors, with contamination probability c_1\gamma",null,null,null,null,u,null,null,null,null,null,null,null,null,null,null,null,null
846,selectbox,3,812,null,Type of profile?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
847,leaf,37,846,No DNA (or only CP),absense of DNA likelihood ratio equations,null,null,null,null,a,null,null,null,null,null,null,null,null,null,null,null,null
848,selectbox,37,846,POI (and CP),Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
849,textarea,37,846,Unknown(s) (and CP),Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
850,textarea,37,846,"POI, unknown(s) (and CP)",Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
851,selectbox,39,848,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
852,selectbox,39,848,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
853,selectbox,39,848,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
854,leaf,42,851,No,"single profile matching POI likelihood ratio equations (no cohabitation, no contamination)",null,null,null,null,b,null,null,null,null,null,null,null,null,null,null,null,null
855,leaf,42,851,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1",null,null,null,null,c,null,null,null,null,null,null,null,null,null,null,null,null
856,leaf,42,851,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,d,null,null,null,null,null,null,null,null,null,null,null,null
